0, 2
1, 2
2, 2
3, 2
4, 1
5, 3
6, 4
7, 5
8, 3
9, 3
10, 5
11, 5
12, 6
13, 5
14, 5
15, 6
16, 5
17, 7
18, 9
19, 8
20, 8
21, 8
22, 7
23, 8
24, 8
25, 10
26, 9
27, 8
28, 10
29, 9
30, 10
31, 11
32, 11
33, 13
34, 11
35, 13
36, 14
37, 13
38, 13
39, 14
40, 16
41, 14
42, 16
43, 15
44, 16
45, 16
46, 17
47, 17
48, 15
49, 17
50, 19
51, 17
52, 16
53, 19
54, 18
55, 19
56, 20
57, 19
58, 20
59, 17
60, 19
61, 21
62, 19
63, 20
64, 21
65, 22
66, 25
67, 23
68, 22
69, 21
70, 22
71, 24
72, 24
73, 22
74, 23
75, 25
76, 26
77, 25
78, 25
79, 27
80, 27
81, 24
82, 25
83, 26
84, 26
85, 29
86, 29
87, 28
88, 27
89, 25
90, 32
91, 29
92, 29
93, 29
94, 30
95, 30
96, 33
97, 34
98, 30
99, 31
100, 32
