0, 2
1, 2
2, 4
3, 4
4, 4
5, 4
6, 6
7, 7
8, 6
9, 6
10, 7
11, 6
12, 6
13, 6
14, 8
15, 8
16, 8
17, 8
18, 8
19, 9
20, 10
21, 10
22, 7
23, 9
24, 10
25, 8
26, 7
27, 8
28, 8
29, 7
30, 8
31, 11
32, 10
33, 13
34, 10
35, 9
36, 11
37, 10
38, 9
39, 10
40, 10
41, 9
42, 10
43, 11
44, 10
45, 8
46, 10
47, 10
48, 9
49, 10
50, 9
51, 10
52, 10
53, 9
54, 10
55, 10
56, 10
57, 10
58, 10
59, 9
60, 10
61, 9
62, 11
63, 13
64, 13
65, 12
66, 11
67, 11
68, 11
69, 15
70, 13
71, 11
72, 11
73, 11
74, 13
75, 11
76, 11
77, 12
78, 13
79, 12
80, 12
81, 12
82, 12
83, 11
84, 10
85, 12
86, 12
87, 10
88, 12
89, 12
90, 11
91, 13
92, 13
93, 13
94, 12
95, 13
96, 11
97, 12
98, 12
99, 11
100, 11
