0, 2
1, 5
2, 6
3, 8
4, 9
5, 13
6, 16
7, 18
8, 19
9, 21
10, 24
11, 25
12, 27
13, 28
14, 33
15, 34
16, 35
17, 37
18, 40
19, 42
20, 46
21, 45
22, 47
23, 53
24, 51
25, 54
26, 58
27, 57
28, 70
29, 61
30, 65
31, 64
32, 68
33, 69
34, 70
35, 74
36, 81
37, 84
38, 82
39, 83
40, 87
41, 87
42, 90
43, 91
44, 95
45, 98
46, 89
47, 96
48, 92
49, 99
50, 102
51, 102
52, 104
53, 107
54, 109
55, 112
56, 111
57, 114
58, 117
59, 121
60, 123
61, 125
62, 126
63, 123
64, 128
65, 131
66, 132
67, 130
68, 138
69, 133
70, 142
71, 146
72, 147
73, 149
74, 148
75, 149
76, 145
77, 152
78, 158
79, 160
80, 161
81, 164
82, 168
83, 174
84, 169
85, 173
86, 172
87, 173
88, 174
89, 179
90, 181
91, 182
92, 186
93, 183
94, 188
95, 191
96, 196
97, 193
98, 193
99, 197
100, 202
